item_name,date,quantity_sold
Paracetamol 500mg (N02BE),2019-02-21,45
Paracetamol 500mg (N02BE),2019-02-22,16
Paracetamol 500mg (N02BE),2019-02-23,38
Paracetamol 500mg (N02BE),2019-02-24,19
Paracetamol 500mg (N02BE),2019-02-25,25
Paracetamol 500mg (N02BE),2019-02-26,27
Paracetamol 500mg (N02BE),2019-02-27,13
Paracetamol 500mg (N02BE),2019-02-28,34
Paracetamol 500mg (N02BE),2019-03-01,22
Paracetamol 500mg (N02BE),2019-03-02,46
Paracetamol 500mg (N02BE),2019-03-03,20
Paracetamol 500mg (N02BE),2019-03-04,41
Paracetamol 500mg (N02BE),2019-03-05,20
Paracetamol 500mg (N02BE),2019-03-06,31
Paracetamol 500mg (N02BE),2019-03-07,10
Paracetamol 500mg (N02BE),2019-03-08,34
Paracetamol 500mg (N02BE),2019-03-09,45
Paracetamol 500mg (N02BE),2019-03-10,51
Paracetamol 500mg (N02BE),2019-03-11,26
Paracetamol 500mg (N02BE),2019-03-12,32
Paracetamol 500mg (N02BE),2019-03-13,22
Paracetamol 500mg (N02BE),2019-03-14,47
Paracetamol 500mg (N02BE),2019-03-15,40
Paracetamol 500mg (N02BE),2019-03-16,29
Paracetamol 500mg (N02BE),2019-03-17,55
Paracetamol 500mg (N02BE),2019-03-18,23
Paracetamol 500mg (N02BE),2019-03-19,26
Paracetamol 500mg (N02BE),2019-03-20,29
Paracetamol 500mg (N02BE),2019-03-21,19
Paracetamol 500mg (N02BE),2019-03-22,41
Paracetamol 500mg (N02BE),2019-03-23,16
Paracetamol 500mg (N02BE),2019-03-24,43
Paracetamol 500mg (N02BE),2019-03-25,27
Paracetamol 500mg (N02BE),2019-03-26,36
Paracetamol 500mg (N02BE),2019-03-27,26
Paracetamol 500mg (N02BE),2019-03-28,14
Paracetamol 500mg (N02BE),2019-03-29,25
Paracetamol 500mg (N02BE),2019-03-30,18
Paracetamol 500mg (N02BE),2019-03-31,27
Paracetamol 500mg (N02BE),2019-04-01,35
Paracetamol 500mg (N02BE),2019-04-02,24
Paracetamol 500mg (N02BE),2019-04-03,18
Paracetamol 500mg (N02BE),2019-04-04,39
Paracetamol 500mg (N02BE),2019-04-05,25
Paracetamol 500mg (N02BE),2019-04-06,13
Paracetamol 500mg (N02BE),2019-04-07,19
Paracetamol 500mg (N02BE),2019-04-08,10
Paracetamol 500mg (N02BE),2019-04-09,12
Paracetamol 500mg (N02BE),2019-04-10,34
Paracetamol 500mg (N02BE),2019-04-11,16
Paracetamol 500mg (N02BE),2019-04-12,17
Paracetamol 500mg (N02BE),2019-04-13,14
Paracetamol 500mg (N02BE),2019-04-14,23
Paracetamol 500mg (N02BE),2019-04-15,9
Paracetamol 500mg (N02BE),2019-04-16,27
Paracetamol 500mg (N02BE),2019-04-17,14
Paracetamol 500mg (N02BE),2019-04-19,25
Paracetamol 500mg (N02BE),2019-04-20,22
Paracetamol 500mg (N02BE),2019-04-21,21
Paracetamol 500mg (N02BE),2019-04-22,51
Paracetamol 500mg (N02BE),2019-04-23,18
Paracetamol 500mg (N02BE),2019-04-24,39
Paracetamol 500mg (N02BE),2019-04-25,15
Paracetamol 500mg (N02BE),2019-04-26,33
Paracetamol 500mg (N02BE),2019-04-27,25
Paracetamol 500mg (N02BE),2019-04-29,28
Paracetamol 500mg (N02BE),2019-04-30,22
Paracetamol 500mg (N02BE),2019-05-01,8
Paracetamol 500mg (N02BE),2019-05-02,20
Paracetamol 500mg (N02BE),2019-05-03,24
Paracetamol 500mg (N02BE),2019-05-04,25
Paracetamol 500mg (N02BE),2019-05-05,31
Paracetamol 500mg (N02BE),2019-05-06,23
Paracetamol 500mg (N02BE),2019-05-07,33
Paracetamol 500mg (N02BE),2019-05-08,13
Paracetamol 500mg (N02BE),2019-05-09,12
Paracetamol 500mg (N02BE),2019-05-10,12
Paracetamol 500mg (N02BE),2019-05-11,17
Paracetamol 500mg (N02BE),2019-05-12,39
Paracetamol 500mg (N02BE),2019-05-13,26
Paracetamol 500mg (N02BE),2019-05-14,25
Paracetamol 500mg (N02BE),2019-05-15,28
Paracetamol 500mg (N02BE),2019-05-16,12
Paracetamol 500mg (N02BE),2019-05-17,28
Paracetamol 500mg (N02BE),2019-05-18,14
Paracetamol 500mg (N02BE),2019-05-19,26
Paracetamol 500mg (N02BE),2019-05-20,21
Paracetamol 500mg (N02BE),2019-05-21,18
Paracetamol 500mg (N02BE),2019-05-22,28
Paracetamol 500mg (N02BE),2019-05-23,26
Paracetamol 500mg (N02BE),2019-05-24,36
Paracetamol 500mg (N02BE),2019-05-25,35
Paracetamol 500mg (N02BE),2019-05-26,30
Paracetamol 500mg (N02BE),2019-05-27,19
Paracetamol 500mg (N02BE),2019-05-28,18
Paracetamol 500mg (N02BE),2019-05-29,15
Paracetamol 500mg (N02BE),2019-05-30,17
Paracetamol 500mg (N02BE),2019-05-31,23
Paracetamol 500mg (N02BE),2019-06-01,21
Paracetamol 500mg (N02BE),2019-06-02,28
Paracetamol 500mg (N02BE),2019-06-03,15
Paracetamol 500mg (N02BE),2019-06-04,28
Paracetamol 500mg (N02BE),2019-06-05,26
Paracetamol 500mg (N02BE),2019-06-06,27
Paracetamol 500mg (N02BE),2019-06-07,22
Paracetamol 500mg (N02BE),2019-06-08,22
Paracetamol 500mg (N02BE),2019-06-09,16
Paracetamol 500mg (N02BE),2019-06-10,15
Paracetamol 500mg (N02BE),2019-06-11,25
Paracetamol 500mg (N02BE),2019-06-12,16
Paracetamol 500mg (N02BE),2019-06-13,19
Paracetamol 500mg (N02BE),2019-06-14,15
Paracetamol 500mg (N02BE),2019-06-15,15
Paracetamol 500mg (N02BE),2019-06-16,18
Paracetamol 500mg (N02BE),2019-06-17,18
Paracetamol 500mg (N02BE),2019-06-18,30
Paracetamol 500mg (N02BE),2019-06-19,18
Paracetamol 500mg (N02BE),2019-06-20,15
Paracetamol 500mg (N02BE),2019-06-21,25
Paracetamol 500mg (N02BE),2019-06-22,25
Paracetamol 500mg (N02BE),2019-06-23,18
Paracetamol 500mg (N02BE),2019-06-24,19
Paracetamol 500mg (N02BE),2019-06-25,12
Paracetamol 500mg (N02BE),2019-06-26,12
Paracetamol 500mg (N02BE),2019-06-27,15
Paracetamol 500mg (N02BE),2019-06-28,15
Paracetamol 500mg (N02BE),2019-06-29,18
Paracetamol 500mg (N02BE),2019-06-30,40
Paracetamol 500mg (N02BE),2019-07-01,14
Paracetamol 500mg (N02BE),2019-07-02,14
Paracetamol 500mg (N02BE),2019-07-03,30
Paracetamol 500mg (N02BE),2019-07-04,13
Paracetamol 500mg (N02BE),2019-07-05,20
Paracetamol 500mg (N02BE),2019-07-06,16
Paracetamol 500mg (N02BE),2019-07-07,25
Paracetamol 500mg (N02BE),2019-07-08,21
Paracetamol 500mg (N02BE),2019-07-09,15
Paracetamol 500mg (N02BE),2019-07-10,20
Paracetamol 500mg (N02BE),2019-07-11,19
Paracetamol 500mg (N02BE),2019-07-12,34
Paracetamol 500mg (N02BE),2019-07-13,18
Paracetamol 500mg (N02BE),2019-07-14,23
Paracetamol 500mg (N02BE),2019-07-15,24
Paracetamol 500mg (N02BE),2019-07-16,14
Paracetamol 500mg (N02BE),2019-07-17,26
Paracetamol 500mg (N02BE),2019-07-18,24
Paracetamol 500mg (N02BE),2019-07-19,28
Paracetamol 500mg (N02BE),2019-07-20,17
Paracetamol 500mg (N02BE),2019-07-21,16
Paracetamol 500mg (N02BE),2019-07-22,14
Paracetamol 500mg (N02BE),2019-07-23,7
Paracetamol 500mg (N02BE),2019-07-24,31
Paracetamol 500mg (N02BE),2019-07-25,20
Paracetamol 500mg (N02BE),2019-07-26,17
Paracetamol 500mg (N02BE),2019-07-27,22
Paracetamol 500mg (N02BE),2019-07-28,13
Paracetamol 500mg (N02BE),2019-07-29,25
Paracetamol 500mg (N02BE),2019-07-30,19
Paracetamol 500mg (N02BE),2019-07-31,21
Paracetamol 500mg (N02BE),2019-08-01,37
Paracetamol 500mg (N02BE),2019-08-02,18
Paracetamol 500mg (N02BE),2019-08-03,12
Paracetamol 500mg (N02BE),2019-08-04,24
Paracetamol 500mg (N02BE),2019-08-05,6
Paracetamol 500mg (N02BE),2019-08-06,17
Paracetamol 500mg (N02BE),2019-08-07,9
Paracetamol 500mg (N02BE),2019-08-08,15
Paracetamol 500mg (N02BE),2019-08-09,8
Paracetamol 500mg (N02BE),2019-08-10,15
Paracetamol 500mg (N02BE),2019-08-11,16
Paracetamol 500mg (N02BE),2019-08-12,36
Paracetamol 500mg (N02BE),2019-08-13,15
Paracetamol 500mg (N02BE),2019-08-14,20
Paracetamol 500mg (N02BE),2019-08-15,12
Paracetamol 500mg (N02BE),2019-08-16,13
Paracetamol 500mg (N02BE),2019-08-17,18
Paracetamol 500mg (N02BE),2019-08-18,11
Paracetamol 500mg (N02BE),2019-08-19,9
Paracetamol 500mg (N02BE),2019-08-20,13
Paracetamol 500mg (N02BE),2019-08-21,19
Paracetamol 500mg (N02BE),2019-08-22,20
Paracetamol 500mg (N02BE),2019-08-23,12
Paracetamol 500mg (N02BE),2019-08-24,25
Paracetamol 500mg (N02BE),2019-08-25,17
Paracetamol 500mg (N02BE),2019-08-26,18
Paracetamol 500mg (N02BE),2019-08-27,21
Paracetamol 500mg (N02BE),2019-08-28,10
Paracetamol 500mg (N02BE),2019-08-29,17
Paracetamol 500mg (N02BE),2019-08-30,19
Paracetamol 500mg (N02BE),2019-08-31,15
Paracetamol 500mg (N02BE),2019-09-01,17
Paracetamol 500mg (N02BE),2019-09-02,18
Paracetamol 500mg (N02BE),2019-09-03,12
Paracetamol 500mg (N02BE),2019-09-04,29
Paracetamol 500mg (N02BE),2019-09-05,14
Paracetamol 500mg (N02BE),2019-09-06,28
Paracetamol 500mg (N02BE),2019-09-07,27
Paracetamol 500mg (N02BE),2019-09-08,26
Paracetamol 500mg (N02BE),2019-09-09,26
Paracetamol 500mg (N02BE),2019-09-10,22
Paracetamol 500mg (N02BE),2019-09-11,42
Paracetamol 500mg (N02BE),2019-09-12,22
Paracetamol 500mg (N02BE),2019-09-13,17
Paracetamol 500mg (N02BE),2019-09-14,24
Paracetamol 500mg (N02BE),2019-09-15,25
Paracetamol 500mg (N02BE),2019-09-16,22
Paracetamol 500mg (N02BE),2019-09-17,19
Paracetamol 500mg (N02BE),2019-09-18,22
Paracetamol 500mg (N02BE),2019-09-19,33
Paracetamol 500mg (N02BE),2019-09-20,51
Paracetamol 500mg (N02BE),2019-09-21,44
Paracetamol 500mg (N02BE),2019-09-22,56
Paracetamol 500mg (N02BE),2019-09-23,55
Paracetamol 500mg (N02BE),2019-09-24,61
Paracetamol 500mg (N02BE),2019-09-25,32
Paracetamol 500mg (N02BE),2019-09-26,31
Paracetamol 500mg (N02BE),2019-09-27,41
Paracetamol 500mg (N02BE),2019-09-28,48
Paracetamol 500mg (N02BE),2019-09-29,68
Paracetamol 500mg (N02BE),2019-09-30,49
Paracetamol 500mg (N02BE),2019-10-01,47
Paracetamol 500mg (N02BE),2019-10-02,30
Paracetamol 500mg (N02BE),2019-10-03,40
Paracetamol 500mg (N02BE),2019-10-04,22
Paracetamol 500mg (N02BE),2019-10-05,25
Paracetamol 500mg (N02BE),2019-10-06,35
Paracetamol 500mg (N02BE),2019-10-07,51
Paracetamol 500mg (N02BE),2019-10-08,44
Diazepam 5mg (N05B),2014-01-02,7
Diazepam 5mg (N05B),2014-01-03,16
Diazepam 5mg (N05B),2014-01-04,10
Diazepam 5mg (N05B),2014-01-05,8
Diazepam 5mg (N05B),2014-01-06,16
Diazepam 5mg (N05B),2014-01-08,19
Diazepam 5mg (N05B),2014-01-09,16
Diazepam 5mg (N05B),2014-01-10,15
Diazepam 5mg (N05B),2014-01-11,14
Diazepam 5mg (N05B),2014-01-12,8
Diazepam 5mg (N05B),2014-01-13,9
Diazepam 5mg (N05B),2014-01-14,6
Diazepam 5mg (N05B),2014-01-15,12
Diazepam 5mg (N05B),2014-01-16,19
Diazepam 5mg (N05B),2014-01-17,15
Diazepam 5mg (N05B),2014-01-18,15
Diazepam 5mg (N05B),2014-01-19,4
Diazepam 5mg (N05B),2014-01-20,18
Diazepam 5mg (N05B),2014-01-21,15
Diazepam 5mg (N05B),2014-01-22,10
Diazepam 5mg (N05B),2014-01-23,2
Diazepam 5mg (N05B),2014-01-24,13
Diazepam 5mg (N05B),2014-01-25,18
Diazepam 5mg (N05B),2014-01-26,4
Diazepam 5mg (N05B),2014-01-27,17
Diazepam 5mg (N05B),2014-01-28,22
Diazepam 5mg (N05B),2014-01-29,10
Diazepam 5mg (N05B),2014-01-30,7
Diazepam 5mg (N05B),2014-01-31,9
Diazepam 5mg (N05B),2014-02-01,13
Diazepam 5mg (N05B),2014-02-02,6
Diazepam 5mg (N05B),2014-02-03,16
Diazepam 5mg (N05B),2014-02-04,8
Diazepam 5mg (N05B),2014-02-05,15
Diazepam 5mg (N05B),2014-02-06,17
Diazepam 5mg (N05B),2014-02-07,19
Diazepam 5mg (N05B),2014-02-08,13
Diazepam 5mg (N05B),2014-02-09,10
Diazepam 5mg (N05B),2014-02-10,20
Diazepam 5mg (N05B),2014-02-11,20
Diazepam 5mg (N05B),2014-02-12,9
Diazepam 5mg (N05B),2014-02-13,13
Diazepam 5mg (N05B),2014-02-14,13
Diazepam 5mg (N05B),2014-02-15,9
Diazepam 5mg (N05B),2014-02-16,5
Diazepam 5mg (N05B),2014-02-17,13
Diazepam 5mg (N05B),2014-02-18,14
Diazepam 5mg (N05B),2014-02-19,17
Diazepam 5mg (N05B),2014-02-20,16
Diazepam 5mg (N05B),2014-02-21,17
Diazepam 5mg (N05B),2014-02-22,12
Diazepam 5mg (N05B),2014-02-23,10
Diazepam 5mg (N05B),2014-02-24,4
Diazepam 5mg (N05B),2014-02-25,13
Diazepam 5mg (N05B),2014-02-26,5
Diazepam 5mg (N05B),2014-02-27,8
Diazepam 5mg (N05B),2014-02-28,12
Diazepam 5mg (N05B),2014-03-01,8
Diazepam 5mg (N05B),2014-03-02,2
Diazepam 5mg (N05B),2014-03-03,1
Diazepam 5mg (N05B),2014-03-04,9
Diazepam 5mg (N05B),2014-03-05,4
Diazepam 5mg (N05B),2014-03-06,17
Diazepam 5mg (N05B),2014-03-07,3
Diazepam 5mg (N05B),2014-03-08,11
Diazepam 5mg (N05B),2014-03-09,3
Diazepam 5mg (N05B),2014-03-10,11
Diazepam 5mg (N05B),2014-03-11,12
Diazepam 5mg (N05B),2014-03-12,22
Diazepam 5mg (N05B),2014-03-13,10
Diazepam 5mg (N05B),2014-03-14,11
Diazepam 5mg (N05B),2014-03-15,18
Diazepam 5mg (N05B),2014-03-16,6
Diazepam 5mg (N05B),2014-03-17,6
Diazepam 5mg (N05B),2014-03-18,9
Diazepam 5mg (N05B),2014-03-19,2
Diazepam 5mg (N05B),2014-03-20,5
Diazepam 5mg (N05B),2014-03-21,4
Diazepam 5mg (N05B),2014-03-22,10
Diazepam 5mg (N05B),2014-03-24,7
Diazepam 5mg (N05B),2014-03-25,7
Diazepam 5mg (N05B),2014-03-26,7
Diazepam 5mg (N05B),2014-03-27,6
Diazepam 5mg (N05B),2014-03-28,3
Diazepam 5mg (N05B),2014-03-29,8
Diazepam 5mg (N05B),2014-03-30,4
Diazepam 5mg (N05B),2014-03-31,6
Diazepam 5mg (N05B),2014-04-01,5
Diazepam 5mg (N05B),2014-04-02,1
Diazepam 5mg (N05B),2014-04-03,4
Diazepam 5mg (N05B),2014-04-04,9
Diazepam 5mg (N05B),2014-04-05,5
Diazepam 5mg (N05B),2014-04-06,1
Diazepam 5mg (N05B),2014-04-07,4
Diazepam 5mg (N05B),2014-04-08,6
Diazepam 5mg (N05B),2014-04-09,2
Diazepam 5mg (N05B),2014-04-10,10
Diazepam 5mg (N05B),2014-04-11,2
Diazepam 5mg (N05B),2014-04-12,19
Diazepam 5mg (N05B),2014-04-13,3
Diazepam 5mg (N05B),2014-04-14,10
Diazepam 5mg (N05B),2014-04-15,12
Diazepam 5mg (N05B),2014-04-16,1
Diazepam 5mg (N05B),2014-04-17,19
Diazepam 5mg (N05B),2014-04-18,10
Diazepam 5mg (N05B),2014-04-19,7
Diazepam 5mg (N05B),2014-04-21,8
Diazepam 5mg (N05B),2014-04-22,8
Diazepam 5mg (N05B),2014-04-23,8
Diazepam 5mg (N05B),2014-04-24,6
Diazepam 5mg (N05B),2014-04-25,10
Diazepam 5mg (N05B),2014-04-26,12
Diazepam 5mg (N05B),2014-04-27,2
Diazepam 5mg (N05B),2014-04-28,8
Diazepam 5mg (N05B),2014-04-29,6
Diazepam 5mg (N05B),2014-04-30,11
Diazepam 5mg (N05B),2014-05-02,16
Diazepam 5mg (N05B),2014-05-03,5
Diazepam 5mg (N05B),2014-05-04,3
Diazepam 5mg (N05B),2014-05-05,7
Diazepam 5mg (N05B),2014-05-06,10
Diazepam 5mg (N05B),2014-05-07,8
Diazepam 5mg (N05B),2014-05-08,10
Diazepam 5mg (N05B),2014-05-09,12
Diazepam 5mg (N05B),2014-05-10,15
Diazepam 5mg (N05B),2014-05-11,7
Diazepam 5mg (N05B),2014-05-12,8
Diazepam 5mg (N05B),2014-05-13,7
Diazepam 5mg (N05B),2014-05-14,4
Diazepam 5mg (N05B),2014-05-15,7
Diazepam 5mg (N05B),2014-05-16,10
Diazepam 5mg (N05B),2014-05-17,14
Diazepam 5mg (N05B),2014-05-18,6
Diazepam 5mg (N05B),2014-05-19,5
Diazepam 5mg (N05B),2014-05-20,10
Diazepam 5mg (N05B),2014-05-21,6
Diazepam 5mg (N05B),2014-05-22,8
Diazepam 5mg (N05B),2014-05-23,8
Diazepam 5mg (N05B),2014-05-24,11
Diazepam 5mg (N05B),2014-05-25,8
Diazepam 5mg (N05B),2014-05-26,7
Diazepam 5mg (N05B),2014-05-27,12
Diazepam 5mg (N05B),2014-05-28,9
Diazepam 5mg (N05B),2014-05-29,13
Diazepam 5mg (N05B),2014-05-30,14
Diazepam 5mg (N05B),2014-05-31,10
Diazepam 5mg (N05B),2014-06-01,4
Diazepam 5mg (N05B),2014-06-02,16
Diazepam 5mg (N05B),2014-06-03,7
Diazepam 5mg (N05B),2014-06-04,6
Diazepam 5mg (N05B),2014-06-05,4
Diazepam 5mg (N05B),2014-06-06,15
Diazepam 5mg (N05B),2014-06-07,8
Diazepam 5mg (N05B),2014-06-08,8
Diazepam 5mg (N05B),2014-06-09,17
Diazepam 5mg (N05B),2014-06-10,16
Diazepam 5mg (N05B),2014-06-11,16
Diazepam 5mg (N05B),2014-06-12,12
Diazepam 5mg (N05B),2014-06-13,11
Diazepam 5mg (N05B),2014-06-14,10
Diazepam 5mg (N05B),2014-06-15,5
Diazepam 5mg (N05B),2014-06-16,11
Diazepam 5mg (N05B),2014-06-17,12
Diazepam 5mg (N05B),2014-06-18,6
Diazepam 5mg (N05B),2014-06-19,8
Diazepam 5mg (N05B),2014-06-20,9
Diazepam 5mg (N05B),2014-06-21,12
Diazepam 5mg (N05B),2014-06-22,8
Diazepam 5mg (N05B),2014-06-23,12
Diazepam 5mg (N05B),2014-06-24,23
Diazepam 5mg (N05B),2014-06-25,19
Diazepam 5mg (N05B),2014-06-26,14
Diazepam 5mg (N05B),2014-06-27,13
Diazepam 5mg (N05B),2014-06-28,14
Diazepam 5mg (N05B),2014-06-29,1
Diazepam 5mg (N05B),2014-06-30,6
Diazepam 5mg (N05B),2014-07-01,10
Diazepam 5mg (N05B),2014-07-02,7
Diazepam 5mg (N05B),2014-07-03,7
Diazepam 5mg (N05B),2014-07-04,14
Diazepam 5mg (N05B),2014-07-05,11
Diazepam 5mg (N05B),2014-07-06,9
Diazepam 5mg (N05B),2014-07-07,11
Diazepam 5mg (N05B),2014-07-08,3
Diazepam 5mg (N05B),2014-07-09,6
Diazepam 5mg (N05B),2014-07-10,32
Diazepam 5mg (N05B),2014-07-11,17
Diazepam 5mg (N05B),2014-07-12,12
Diazepam 5mg (N05B),2014-07-13,2
Diazepam 5mg (N05B),2014-07-14,19
Diazepam 5mg (N05B),2014-07-15,18
Diazepam 5mg (N05B),2014-07-16,12
Diazepam 5mg (N05B),2014-07-17,14
Diazepam 5mg (N05B),2014-07-18,6
Diazepam 5mg (N05B),2014-07-19,10
Diazepam 5mg (N05B),2014-07-20,5
Diazepam 5mg (N05B),2014-07-21,13
Diazepam 5mg (N05B),2014-07-22,7
Diazepam 5mg (N05B),2014-07-23,19
Diazepam 5mg (N05B),2014-07-24,5
Diazepam 5mg (N05B),2014-07-25,15
Diazepam 5mg (N05B),2014-07-26,13
Diazepam 5mg (N05B),2014-07-27,5
Diazepam 5mg (N05B),2014-07-28,9
Diazepam 5mg (N05B),2014-07-29,15
Diazepam 5mg (N05B),2014-07-30,14
Diazepam 5mg (N05B),2014-07-31,8
Diazepam 5mg (N05B),2014-08-01,17
Diazepam 5mg (N05B),2014-08-02,12
Diazepam 5mg (N05B),2014-08-03,5
Diazepam 5mg (N05B),2014-08-04,14
Diazepam 5mg (N05B),2014-08-05,9
Diazepam 5mg (N05B),2014-08-06,7
Diazepam 5mg (N05B),2014-08-07,13
Diazepam 5mg (N05B),2014-08-08,12
Diazepam 5mg (N05B),2014-08-09,24
Diazepam 5mg (N05B),2014-08-10,4
Diazepam 5mg (N05B),2014-08-11,18
Diazepam 5mg (N05B),2014-08-12,8
Diazepam 5mg (N05B),2014-08-13,11
Diazepam 5mg (N05B),2014-08-14,13
Diazepam 5mg (N05B),2014-08-15,15
Diazepam 5mg (N05B),2014-08-16,27
Diazepam 5mg (N05B),2014-08-17,7
Diazepam 5mg (N05B),2014-08-18,21
Diazepam 5mg (N05B),2014-08-19,13
Diazepam 5mg (N05B),2014-08-20,10
Diazepam 5mg (N05B),2014-08-21,16
Diazepam 5mg (N05B),2014-08-22,15
Diazepam 5mg (N05B),2014-08-23,5
Diazepam 5mg (N05B),2014-08-24,12
Diazepam 5mg (N05B),2014-08-25,21
Diazepam 5mg (N05B),2014-08-26,14
Diazepam 5mg (N05B),2014-08-27,14
Diazepam 5mg (N05B),2014-08-28,19
Diazepam 5mg (N05B),2014-08-29,18
Diazepam 5mg (N05B),2014-08-30,13
Diazepam 5mg (N05B),2014-08-31,13
Diazepam 5mg (N05B),2014-09-01,15
Diazepam 5mg (N05B),2014-09-02,7
Diazepam 5mg (N05B),2014-09-03,12
Diazepam 5mg (N05B),2014-09-04,21
Diazepam 5mg (N05B),2014-09-05,15
Diazepam 5mg (N05B),2014-09-06,30
Diazepam 5mg (N05B),2014-09-07,9
Diazepam 5mg (N05B),2014-09-08,15
Diazepam 5mg (N05B),2014-09-09,17
Diazepam 5mg (N05B),2014-09-10,12
Diazepam 5mg (N05B),2014-09-11,15
Diazepam 5mg (N05B),2014-09-12,19
Diazepam 5mg (N05B),2014-09-13,20
Diazepam 5mg (N05B),2014-09-14,6
Diazepam 5mg (N05B),2014-09-15,9
Diazepam 5mg (N05B),2014-09-16,13
Diazepam 5mg (N05B),2014-09-17,11
Diazepam 5mg (N05B),2014-09-18,7
Diazepam 5mg (N05B),2014-09-19,8
Diazepam 5mg (N05B),2014-09-20,14
Diazepam 5mg (N05B),2014-09-21,7
Diazepam 5mg (N05B),2014-09-22,10
Diazepam 5mg (N05B),2014-09-23,10
Diazepam 5mg (N05B),2014-09-24,14
Diazepam 5mg (N05B),2014-09-25,15
Diazepam 5mg (N05B),2014-09-26,22
Diazepam 5mg (N05B),2014-09-27,18
Diazepam 5mg (N05B),2014-09-28,6
Diazepam 5mg (N05B),2014-09-29,12
Diazepam 5mg (N05B),2014-09-30,10
Diazepam 5mg (N05B),2014-10-01,15
Diazepam 5mg (N05B),2014-10-02,11
Diazepam 5mg (N05B),2014-10-03,12
Diazepam 5mg (N05B),2014-10-04,12
Diazepam 5mg (N05B),2014-10-05,1
Diazepam 5mg (N05B),2014-10-06,13
Diazepam 5mg (N05B),2014-10-07,17
Diazepam 5mg (N05B),2014-10-08,17
Diazepam 5mg (N05B),2014-10-09,10
Diazepam 5mg (N05B),2014-10-10,24
Diazepam 5mg (N05B),2014-10-11,15
Diazepam 5mg (N05B),2014-10-12,7
Diazepam 5mg (N05B),2014-10-13,11
Diazepam 5mg (N05B),2014-10-14,7
Diazepam 5mg (N05B),2014-10-15,14
Diazepam 5mg (N05B),2014-10-16,9
Diazepam 5mg (N05B),2014-10-17,22
Diazepam 5mg (N05B),2014-10-18,24
Diazepam 5mg (N05B),2014-10-19,9
Diazepam 5mg (N05B),2014-10-20,25
Diazepam 5mg (N05B),2014-10-21,11
Diazepam 5mg (N05B),2014-10-22,7
Diazepam 5mg (N05B),2014-10-23,7
Diazepam 5mg (N05B),2014-10-24,18
Diazepam 5mg (N05B),2014-10-25,21
Diazepam 5mg (N05B),2014-10-26,6
Diazepam 5mg (N05B),2014-10-27,17
Diazepam 5mg (N05B),2014-10-28,23
Diazepam 5mg (N05B),2014-10-29,20
Diazepam 5mg (N05B),2014-10-30,11
Diazepam 5mg (N05B),2014-10-31,16
Diazepam 5mg (N05B),2014-11-01,22
Diazepam 5mg (N05B),2014-11-02,4
Diazepam 5mg (N05B),2014-11-03,19
Diazepam 5mg (N05B),2014-11-04,15
Diazepam 5mg (N05B),2014-11-05,19
Diazepam 5mg (N05B),2014-11-06,23
Diazepam 5mg (N05B),2014-11-07,32
Diazepam 5mg (N05B),2014-11-08,24
Diazepam 5mg (N05B),2014-11-09,20
Diazepam 5mg (N05B),2014-11-10,13
Diazepam 5mg (N05B),2014-11-11,18
Diazepam 5mg (N05B),2014-11-12,16
Diazepam 5mg (N05B),2014-11-13,10
Diazepam 5mg (N05B),2014-11-14,20
Diazepam 5mg (N05B),2014-11-15,20
Diazepam 5mg (N05B),2014-11-16,13
Diazepam 5mg (N05B),2014-11-17,23
Diazepam 5mg (N05B),2014-11-18,10
Diazepam 5mg (N05B),2014-11-19,17
Diazepam 5mg (N05B),2014-11-20,13
Diazepam 5mg (N05B),2014-11-21,16
Diazepam 5mg (N05B),2014-11-22,15
Diazepam 5mg (N05B),2014-11-23,11
Diazepam 5mg (N05B),2014-11-24,19
Diazepam 5mg (N05B),2014-11-25,18
Diazepam 5mg (N05B),2014-11-26,13
Diazepam 5mg (N05B),2014-11-27,9
Diazepam 5mg (N05B),2014-11-28,12
Diazepam 5mg (N05B),2014-11-29,16
Diazepam 5mg (N05B),2014-11-30,9
Diazepam 5mg (N05B),2014-12-01,19
Diazepam 5mg (N05B),2014-12-02,26
Diazepam 5mg (N05B),2014-12-03,23
Diazepam 5mg (N05B),2014-12-04,16
Diazepam 5mg (N05B),2014-12-05,15
Diazepam 5mg (N05B),2014-12-06,9
Diazepam 5mg (N05B),2014-12-07,6
Diazepam 5mg (N05B),2014-12-08,9
Diazepam 5mg (N05B),2014-12-09,12
Diazepam 5mg (N05B),2014-12-10,28
Diazepam 5mg (N05B),2014-12-11,21
Diazepam 5mg (N05B),2014-12-12,18
Diazepam 5mg (N05B),2014-12-13,11
Diazepam 5mg (N05B),2014-12-14,10
Diazepam 5mg (N05B),2014-12-15,14
Diazepam 5mg (N05B),2014-12-16,23
Diazepam 5mg (N05B),2014-12-17,17
Diazepam 5mg (N05B),2014-12-18,9
Diazepam 5mg (N05B),2014-12-20,9
Diazepam 5mg (N05B),2014-12-21,6
Diazepam 5mg (N05B),2014-12-22,43
Diazepam 5mg (N05B),2014-12-23,13
Diazepam 5mg (N05B),2014-12-24,16
Diazepam 5mg (N05B),2014-12-25,16
Diazepam 5mg (N05B),2014-12-26,25
Diazepam 5mg (N05B),2014-12-27,26
Diazepam 5mg (N05B),2014-12-28,15
Diazepam 5mg (N05B),2014-12-29,5
Diazepam 5mg (N05B),2014-12-30,18
Diazepam 5mg (N05B),2014-12-31,14
Diazepam 5mg (N05B),2015-01-02,13
